model_id,checkpoint_hash,image_id,image_path,dataset,source,generator,label,transform,severity,seed,prob_ai,predicted_label,is_correct,latency_ms,dataset_id,trial_index,trial_seed,random_policy,chain_length,chain_pattern,transform_chain,transform_parameters_json,contains_jpeg,contains_blur,contains_resize,contains_noise,contains_colour,contains_crop,clean_prob_ai,clean_predicted_label,clean_is_correct,evaluation_title,probability_shift_from_clean,became_incorrect_after_transform,recovered_after_transform,error_type,model_title,architecture_override
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_10469.jpg,FAKE/img_10469.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.31600189208984375,0,False,1.4209805156255584,SID_Set,1,42,random_standard_3,3,noise -> blur -> crop,noise(sigma=0.02) -> blur(sigma=1.0) -> crop(fraction=0.8),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":1.0},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",False,True,False,True,False,True,0.9983012676239014,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6822993755340576,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_5338.jpg,FAKE/img_5338.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.39745646715164185,0,False,1.4253628906253368,SID_Set,1,42,random_standard_3,3,crop -> colour -> resize,crop(fraction=0.8) -> colour(strength=0.2) -> resize(scale=0.25),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25}]",False,False,True,False,True,True,0.5877166390419006,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.1902601718902588,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,REAL/img_11947.jpg,REAL/img_11947.jpg,SID_Set,,FLUX,0,random_standard_3,,42,0.8912109732627869,1,False,1.4253628906253368,SID_Set,1,42,random_standard_3,3,noise -> colour -> blur,noise(sigma=0.05) -> colour(strength=0.2) -> blur(sigma=0.5),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.05},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":0.5}]",False,True,False,True,True,False,0.7449929714202881,1,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,0.14621800184249878,False,False,false_positive,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_1570.jpg,FAKE/img_1570.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.15165872871875763,0,False,1.427134921875961,SID_Set,1,42,random_standard_3,3,blur -> colour -> crop,blur(sigma=2.0) -> colour(strength=-0.2) -> crop(fraction=0.8),"[{""order"":1,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",False,True,False,False,True,True,0.9997382760047913,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.8480795472860336,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_5978.jpg,FAKE/img_5978.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.062321361154317856,0,False,1.427134921875961,SID_Set,1,42,random_standard_3,3,noise -> blur -> crop,noise(sigma=0.1) -> blur(sigma=2.0) -> crop(fraction=0.8),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",False,True,False,True,False,True,0.9999862909317017,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.9376649297773838,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_11275.jpg,FAKE/img_11275.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.12972138822078705,0,False,1.4255541249994508,SID_Set,1,42,random_standard_3,3,crop -> jpeg -> blur,crop(fraction=0.8) -> jpeg(quality=50) -> blur(sigma=2.0),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":3,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0}]",True,True,False,False,False,True,0.9622330069541931,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.8325116187334061,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_14372.jpg,FAKE/img_14372.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.21816548705101013,0,False,1.4255541249994508,SID_Set,1,42,random_standard_3,3,noise -> resize -> colour,noise(sigma=0.1) -> resize(scale=0.25) -> colour(strength=-0.2),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":2,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2}]",False,False,True,True,True,False,0.9999074935913086,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.7817420065402985,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_12044.jpg,FAKE/img_12044.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.32468172907829285,0,False,1.4628678437489384,SID_Set,1,42,random_standard_3,3,jpeg -> crop -> noise,jpeg(quality=30) -> crop(fraction=0.8) -> noise(sigma=0.02),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":30},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02}]",True,False,False,True,False,True,0.9998868703842163,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6752051413059235,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_4988.jpg,FAKE/img_4988.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.2856975495815277,0,False,1.4199317187504334,SID_Set,1,42,random_standard_3,3,resize -> crop -> noise,resize(scale=0.25) -> crop(fraction=0.8) -> noise(sigma=0.1),"[{""order"":1,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1}]",False,False,True,True,False,True,0.999862551689148,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.7141650021076202,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_12935.jpg,FAKE/img_12935.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.22613441944122314,0,False,1.4575961718747976,SID_Set,1,42,random_standard_3,3,noise -> blur -> resize,noise(sigma=0.05) -> blur(sigma=0.5) -> resize(scale=0.5),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.05},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":0.5},{""order"":3,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5}]",False,True,True,True,False,False,0.9830577969551086,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.7569233775138855,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_1576.jpg,FAKE/img_1576.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.0030290069989860058,0,False,1.4575961718747976,SID_Set,1,42,random_standard_3,3,noise -> blur -> resize,noise(sigma=0.1) -> blur(sigma=2.0) -> resize(scale=0.5),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0},{""order"":3,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5}]",False,True,True,True,False,False,0.0226239413022995,0,False,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.019594934303313494,False,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_15540.jpg,FAKE/img_15540.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.46552351117134094,0,False,1.4204581406254135,SID_Set,1,42,random_standard_3,3,crop -> blur -> jpeg,crop(fraction=0.8) -> blur(sigma=2.0) -> jpeg(quality=50),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0},{""order"":3,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50}]",True,True,False,False,False,True,0.9338117837905884,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.46828827261924744,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_4452.jpg,FAKE/img_4452.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.42512935400009155,0,False,1.4204581406254135,SID_Set,1,42,random_standard_3,3,crop -> noise -> colour,crop(fraction=0.8) -> noise(sigma=0.02) -> colour(strength=-0.2),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2}]",False,False,False,True,True,True,0.9958192110061646,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.570689857006073,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_8772.jpg,FAKE/img_8772.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.44073906540870667,0,False,1.4204581406254135,SID_Set,1,42,random_standard_3,3,jpeg -> blur -> crop,jpeg(quality=50) -> blur(sigma=2.0) -> crop(fraction=0.8),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":2,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":2.0},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",True,True,False,False,False,True,0.979899525642395,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.5391604602336884,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_8758.jpg,FAKE/img_8758.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.2213146984577179,0,False,1.459809468748574,SID_Set,1,42,random_standard_3,3,jpeg -> noise -> colour,jpeg(quality=50) -> noise(sigma=0.05) -> colour(strength=0.2),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":2,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.05},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2}]",True,False,False,True,True,False,0.9977340698242188,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.7764193713665009,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_467.jpg,FAKE/img_467.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.33862024545669556,0,False,1.459809468748574,SID_Set,1,42,random_standard_3,3,jpeg -> colour -> crop,jpeg(quality=50) -> colour(strength=-0.2) -> crop(fraction=0.8),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":50},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":-0.2},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",True,False,False,False,True,True,0.9997852444648743,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6611649990081787,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_39.jpg,FAKE/img_39.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.38141852617263794,0,False,1.447712609373042,SID_Set,1,42,random_standard_3,3,crop -> colour -> noise,crop(fraction=0.8) -> colour(strength=0.2) -> noise(sigma=0.02),"[{""order"":1,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02}]",False,False,False,True,True,True,0.9981423616409302,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6167238354682922,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_11134.jpg,FAKE/img_11134.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.3097609877586365,0,False,1.4197981718737651,SID_Set,1,42,random_standard_3,3,colour -> crop -> blur,colour(strength=0.2) -> crop(fraction=0.8) -> blur(sigma=0.5),"[{""order"":1,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""blur"",""parameter_name"":""sigma"",""parameter_value"":0.5}]",False,True,False,False,True,True,0.9999375343322754,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6901765465736389,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_2734.jpg,FAKE/img_2734.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.30977970361709595,0,False,1.4201275312508699,SID_Set,1,42,random_standard_3,3,jpeg -> colour -> crop,jpeg(quality=30) -> colour(strength=0.2) -> crop(fraction=0.8),"[{""order"":1,""transform"":""jpeg"",""parameter_name"":""quality"",""parameter_value"":30},{""order"":2,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2},{""order"":3,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8}]",True,False,False,False,True,True,0.9921054840087891,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6823257803916931,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_14547.jpg,FAKE/img_14547.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.4967309832572937,0,False,1.4625930000029541,SID_Set,1,42,random_standard_3,3,noise -> resize -> colour,noise(sigma=0.1) -> resize(scale=0.5) -> colour(strength=0.2),"[{""order"":1,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.1},{""order"":2,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.5},{""order"":3,""transform"":""colour"",""parameter_name"":""strength"",""parameter_value"":0.2}]",False,False,True,True,True,False,0.9990453124046326,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.5023143291473389,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
old_sid_b,918083148a04149dd2209ae21810aa4279583e57f687b4b63d9300a5aae64d55,FAKE/img_8478.jpg,FAKE/img_8478.jpg,SID_Set,,FLUX,1,random_standard_3,,42,0.34516429901123047,0,False,1.4625930000029541,SID_Set,1,42,random_standard_3,3,resize -> crop -> noise,resize(scale=0.25) -> crop(fraction=0.8) -> noise(sigma=0.02),"[{""order"":1,""transform"":""resize"",""parameter_name"":""scale"",""parameter_value"":0.25},{""order"":2,""transform"":""crop"",""parameter_name"":""fraction"",""parameter_value"":0.8},{""order"":3,""transform"":""noise"",""parameter_name"":""sigma"",""parameter_value"":0.02}]",False,False,True,True,False,True,0.9996296167373657,1,True,Random standard-3 robustness evaluation — Old SID B - SID-only robustness training vs New Mixed B - SID and CIFAKE robustness training,-0.6544653177261353,True,False,false_negative,Old SID B - SID-only robustness training,efficientnet_b0
